trip_id,corporation,route_code,origin,destination,distance_km,hour_of_day,day_of_week,is_peak_hour,weather_condition,traffic_density_index,passenger_occupancy_percent,actual_delay_mins,fuel_consumed_liters
TN-D70-0860,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,11,0,0,Monsoon_Heavy,0.84,69,50.5,17.0
TN-TRY-SRM-0861,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,21,1,0,Rain,0.65,72,30.4,5.5
TN-23C-0862,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,9,5,1,Rain,0.93,95,42.9,7.5
TN-SETC-902X-0863,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,16,2,0,Clear,0.4,51,14.6,217.6
TN-SLM-301-0864,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,6,0,0,Fog,0.22,64,5.2,20.2
TN-SLM-ERD-0865,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,21,0,0,Clear,0.6,58,20.3,33.9
TN-570-0866,MTC_CHENNAI,570,Koyambedu CMBT,Siruseri IT Park OMR,34.5,15,1,0,Clear,0.35,36,9.6,18.7
TN-570-0867,MTC_CHENNAI,570,Koyambedu CMBT,Siruseri IT Park OMR,34.5,17,1,1,Clear,0.82,116,22.1,21.5
TN-570-0868,MTC_CHENNAI,570,Koyambedu CMBT,Siruseri IT Park OMR,34.5,19,1,1,Rain,0.9,114,42.5,22.3
TN-CBE-101-0869,TNSTC_COIMBATORE,CBE-101,Coimbatore Gandhipuram,Singanallur Bus Stand,9.5,11,2,0,Clear,0.21,66,3.8,5.1
TN-SLM-301-0870,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,19,3,1,Clear,0.9,99,32.0,24.2
TN-SETC-902X-0871,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,10,4,1,Monsoon_Heavy,0.98,90,55.1,255.6
TN-570-0872,MTC_CHENNAI,570,Koyambedu CMBT,Siruseri IT Park OMR,34.5,23,3,0,Rain,0.43,57,28.5,18.9
TN-CBE-PLK-0873,TNSTC_COIMBATORE,CBE-PLK,Coimbatore Ukkadam,Pollachi Bus Stand,42.0,18,4,1,Clear,0.93,122,33.4,27.6
TN-70H-0874,MTC_CHENNAI,70H,SRM Ramapuram,T. Nagar Market,12.5,18,0,1,Clear,0.96,117,26.1,9.1
TN-SLM-ERD-0875,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,8,3,1,Rain,0.86,120,41.6,37.1
TN-MDU-KODAI-0876,TNSTC_MADURAI,MDU-KODAI,Madurai Arapalayam,Kodaikanal Bus Stand,115.0,11,1,0,Clear,0.33,71,15.9,57.5
TN-CBE-OOTY-0877,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,10,5,1,Rain,0.98,122,38.6,51.3
TN-5E-0878,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,17,1,1,Clear,0.86,125,22.8,9.4
TN-MDU-RMS-0879,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,15,4,0,Clear,0.33,47,13.2,76.4
TN-SETC-108X-0880,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,11,6,0,Fog,0.24,51,10.8,66.8
TN-MDU-201-0881,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,6,0,0,Rain,0.46,69,23.2,5.3
TN-SETC-902X-0882,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,22,5,0,Clear,0.45,43,11.7,220.0
TN-TRY-SRM-0883,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,8,5,1,Rain,0.98,122,46.2,7.1
TN-D70-0884,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,15,2,0,Clear,0.43,57,12.4,14.0
TN-MDU-201-0885,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,19,3,1,Monsoon_Heavy,0.98,92,55.6,6.4
TN-TRY-SRM-0886,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,14,3,0,Monsoon_Heavy,0.57,73,47.6,6.6
TN-21G-0887,MTC_CHENNAI,21G,Guindy Station,Broadway Bus Terminus,15.2,11,3,0,Clear,0.24,41,6.8,9.8
TN-23C-0888,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,10,2,1,Clear,0.88,116,24.8,7.7
TN-SETC-902X-0889,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,5,2,0,Rain,0.74,64,39.6,239.5
TN-MDU-KODAI-0890,TNSTC_MADURAI,MDU-KODAI,Madurai Arapalayam,Kodaikanal Bus Stand,115.0,19,5,1,Fog,0.71,97,18.9,65.9
TN-D70-0891,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,21,5,0,Clear,0.39,51,14.6,15.0
TN-SLM-ERD-0892,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,23,5,0,Fog,0.44,65,14.2,32.3
TN-5E-0893,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,14,1,0,Clear,0.3,53,14.7,8.3
TN-101A-0894,MTC_CHENNAI,101A,Koyambedu CMBT,Chennai Central Station,14.8,9,2,1,Clear,0.82,95,27.2,9.8
TN-TRY-SRM-0895,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,14,1,0,Clear,0.58,74,22.5,6.6
TN-11G-0896,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,12,0,0,Clear,0.65,66,17.6,7.6
TN-11G-0897,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,11,4,0,Fog,0.22,50,12.4,6.4
TN-SLM-301-0898,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,22,1,0,Monsoon_Heavy,0.54,31,41.8,21.8
TN-5E-0899,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,19,2,1,Clear,0.7,119,26.8,8.5
TN-CBE-OOTY-0900,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,20,2,1,Monsoon_Heavy,0.98,121,58.0,52.1
TN-CBE-PLK-0901,TNSTC_COIMBATORE,CBE-PLK,Coimbatore Ukkadam,Pollachi Bus Stand,42.0,8,5,1,Rain,0.98,93,44.5,26.6
TN-70H-0902,MTC_CHENNAI,70H,SRM Ramapuram,T. Nagar Market,12.5,17,4,1,Clear,0.82,90,24.5,8.9
TN-570-0903,MTC_CHENNAI,570,Koyambedu CMBT,Siruseri IT Park OMR,34.5,23,4,0,Clear,0.55,47,15.3,19.3
TN-SLM-301-0904,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,7,4,0,Rain,0.39,50,26.1,20.8
TN-101A-0905,MTC_CHENNAI,101A,Koyambedu CMBT,Chennai Central Station,14.8,16,3,0,Clear,0.52,57,15.9,9.4
TN-CBE-OOTY-0906,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,16,2,0,Clear,0.64,65,17.0,47.2
TN-SLM-301-0907,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,18,6,1,Rain,0.88,112,42.0,23.7
TN-SETC-108X-0908,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,7,1,0,Clear,0.34,63,16.1,69.0
TN-SETC-108X-0909,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,17,0,1,Clear,0.81,100,25.0,80.0
TN-SETC-108X-0910,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,9,1,1,Clear,0.92,100,29.6,81.5
TN-CBE-OOTY-0911,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,23,2,0,Rain,0.55,59,27.5,46.2
TN-5E-0912,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,13,2,0,Fog,0.58,60,15.5,8.8
TN-CBE-OOTY-0913,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,18,1,1,Rain,0.98,126,40.6,50.7
TN-CBE-101-0914,TNSTC_COIMBATORE,CBE-101,Coimbatore Gandhipuram,Singanallur Bus Stand,9.5,20,0,1,Monsoon_Heavy,0.98,122,55.7,7.0
TN-CBE-101-0915,TNSTC_COIMBATORE,CBE-101,Coimbatore Gandhipuram,Singanallur Bus Stand,9.5,20,5,1,Clear,0.8,121,21.2,6.3
TN-SETC-108X-0916,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,6,1,0,Clear,0.41,74,10.5,70.7
TN-CBE-101-0917,TNSTC_COIMBATORE,CBE-101,Coimbatore Gandhipuram,Singanallur Bus Stand,9.5,16,3,0,Fog,0.61,52,15.7,6.1
TN-SETC-902X-0918,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,7,4,0,Clear,0.54,41,20.1,226.4
TN-11G-0919,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,22,2,0,Clear,0.57,73,21.3,7.4
TN-MDU-201-0920,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,8,4,1,Monsoon_Heavy,0.98,94,51.5,6.4
TN-MDU-201-0921,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,20,3,1,Clear,0.94,95,26.1,5.7
TN-D70-0922,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,11,6,0,Monsoon_Heavy,0.68,63,50.0,16.2
TN-23C-0923,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,18,3,1,Clear,0.73,93,27.2,7.8
TN-CBE-OOTY-0924,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,16,1,0,Rain,0.7,68,34.7,48.5
TN-11G-0925,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,14,0,0,Fog,0.57,44,15.3,8.1
TN-D70-0926,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,14,1,0,Clear,0.26,35,8.6,14.4
TN-23C-0927,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,7,0,0,Rain,0.64,32,30.0,6.9
TN-TRY-401-0928,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,23,0,0,Rain,0.35,46,19.9,27.0
TN-70H-0929,MTC_CHENNAI,70H,SRM Ramapuram,T. Nagar Market,12.5,8,6,1,Clear,0.94,98,30.5,8.5
TN-MDU-201-0930,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,5,0,0,Clear,0.58,47,22.9,5.5
TN-11G-0931,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,21,6,0,Fog,0.48,62,16.5,6.9
TN-SETC-108X-0932,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,5,4,0,Clear,0.52,48,14.1,74.1
TN-70H-0933,MTC_CHENNAI,70H,SRM Ramapuram,T. Nagar Market,12.5,8,1,1,Monsoon_Heavy,0.98,115,54.7,9.2
TN-SLM-301-0934,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,8,1,1,Clear,0.96,112,27.7,23.9
TN-23C-0935,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,15,0,0,Rain,0.35,38,24.0,6.8
TN-CBE-OOTY-0936,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,22,5,0,Clear,0.24,61,5.2,41.2
TN-SETC-801X-0937,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,14,5,0,Rain,0.4,56,23.6,200.5
TN-570-0938,MTC_CHENNAI,570,Koyambedu CMBT,Siruseri IT Park OMR,34.5,7,6,0,Rain,0.72,53,32.2,21.9
TN-SLM-ERD-0939,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,8,3,1,Rain,0.94,128,38.0,37.0
TN-MDU-RMS-0940,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,23,0,0,Fog,0.62,40,16.2,83.9
TN-CBE-PLK-0941,TNSTC_COIMBATORE,CBE-PLK,Coimbatore Ukkadam,Pollachi Bus Stand,42.0,11,4,0,Rain,0.36,57,26.3,22.5
TN-SETC-108X-0942,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,23,2,0,Fog,0.62,52,19.9,76.0
TN-MDU-RMS-0943,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,20,4,1,Clear,0.74,114,20.2,85.5
TN-SLM-ERD-0944,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,12,5,0,Clear,0.21,33,10.8,30.4
TN-70H-0945,MTC_CHENNAI,70H,SRM Ramapuram,T. Nagar Market,12.5,10,3,1,Monsoon_Heavy,0.98,94,54.1,9.3
TN-21G-0946,MTC_CHENNAI,21G,Guindy Station,Broadway Bus Terminus,15.2,21,6,0,Rain,0.66,42,31.4,10.2
TN-TRY-401-0947,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,13,4,0,Clear,0.56,64,18.7,29.8
TN-101A-0948,MTC_CHENNAI,101A,Koyambedu CMBT,Chennai Central Station,14.8,18,0,1,Rain,0.92,109,40.6,9.9
TN-11G-0949,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,22,5,0,Clear,0.6,40,19.4,7.2
TN-MDU-RMS-0950,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,20,6,1,Clear,0.85,116,28.4,88.9
TN-SETC-108X-0951,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,20,3,1,Monsoon_Heavy,0.98,100,51.9,83.2
TN-SETC-108X-0952,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,17,4,1,Fog,0.79,100,23.6,78.7
TN-101A-0953,MTC_CHENNAI,101A,Koyambedu CMBT,Chennai Central Station,14.8,9,6,1,Clear,0.79,122,20.9,11.0
TN-CBE-PLK-0954,TNSTC_COIMBATORE,CBE-PLK,Coimbatore Ukkadam,Pollachi Bus Stand,42.0,17,0,1,Rain,0.89,107,39.4,25.8
TN-D70-0955,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,12,1,0,Fog,0.34,35,15.4,13.6
TN-CBE-OOTY-0956,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,8,2,1,Clear,0.71,105,18.6,48.1
TN-MDU-KODAI-0957,TNSTC_MADURAI,MDU-KODAI,Madurai Arapalayam,Kodaikanal Bus Stand,115.0,23,4,0,Rain,0.42,74,25.8,59.2
TN-CBE-PLK-0958,TNSTC_COIMBATORE,CBE-PLK,Coimbatore Ukkadam,Pollachi Bus Stand,42.0,17,4,1,Rain,0.88,91,42.7,25.8
TN-570-0959,MTC_CHENNAI,570,Koyambedu CMBT,Siruseri IT Park OMR,34.5,15,3,0,Monsoon_Heavy,0.77,72,48.2,21.5
TN-MDU-201-0960,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,18,1,1,Rain,0.97,89,45.7,6.4
TN-CBE-OOTY-0961,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,13,0,0,Clear,0.65,55,23.7,47.2
TN-21G-0962,MTC_CHENNAI,21G,Guindy Station,Broadway Bus Terminus,15.2,23,0,0,Monsoon_Heavy,0.55,34,43.6,9.9
TN-MDU-KODAI-0963,TNSTC_MADURAI,MDU-KODAI,Madurai Arapalayam,Kodaikanal Bus Stand,115.0,11,2,0,Clear,0.49,49,16.2,60.9
TN-TRY-SRM-0964,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,15,1,0,Rain,0.48,69,28.0,6.2
TN-TRY-SRM-0965,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,10,0,1,Fog,0.88,96,28.6,6.1
TN-SLM-301-0966,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,13,5,0,Monsoon_Heavy,0.76,57,53.2,23.5
TN-101A-0967,MTC_CHENNAI,101A,Koyambedu CMBT,Chennai Central Station,14.8,21,1,0,Clear,0.41,45,10.7,9.6
TN-CBE-OOTY-0968,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,18,3,1,Clear,0.92,89,30.3,51.2
TN-CBE-101-0969,TNSTC_COIMBATORE,CBE-101,Coimbatore Gandhipuram,Singanallur Bus Stand,9.5,14,5,0,Clear,0.32,68,8.7,5.5
TN-5E-0970,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,11,0,0,Clear,0.56,49,18.0,8.6
TN-MDU-KODAI-0971,TNSTC_MADURAI,MDU-KODAI,Madurai Arapalayam,Kodaikanal Bus Stand,115.0,18,5,1,Clear,0.75,102,20.7,65.6
TN-CBE-101-0972,TNSTC_COIMBATORE,CBE-101,Coimbatore Gandhipuram,Singanallur Bus Stand,9.5,22,1,0,Fog,0.58,61,21.4,5.6
TN-21G-0973,MTC_CHENNAI,21G,Guindy Station,Broadway Bus Terminus,15.2,15,4,0,Clear,0.59,56,22.8,10.3
TN-21G-0974,MTC_CHENNAI,21G,Guindy Station,Broadway Bus Terminus,15.2,17,6,1,Fog,0.92,100,25.6,11.3
TN-23C-0975,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,21,5,0,Monsoon_Heavy,0.83,63,49.2,8.7
TN-D70-0976,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,8,6,1,Clear,0.79,122,27.3,16.8
TN-D70-0977,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,18,1,1,Clear,0.73,98,27.6,15.9
TN-CBE-101-0978,TNSTC_COIMBATORE,CBE-101,Coimbatore Gandhipuram,Singanallur Bus Stand,9.5,23,0,0,Rain,0.54,74,33.7,6.0
TN-MDU-KODAI-0979,TNSTC_MADURAI,MDU-KODAI,Madurai Arapalayam,Kodaikanal Bus Stand,115.0,20,5,1,Clear,0.95,94,28.8,70.0
TN-CBE-OOTY-0980,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,5,5,0,Monsoon_Heavy,0.42,72,41.8,43.2
TN-D70-0981,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,13,4,0,Rain,0.44,74,25.5,15.3
TN-23C-0982,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,22,6,0,Clear,0.59,54,14.8,8.4
TN-CBE-101-0983,TNSTC_COIMBATORE,CBE-101,Coimbatore Gandhipuram,Singanallur Bus Stand,9.5,14,0,0,Clear,0.33,40,15.1,6.2
TN-SETC-902X-0984,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,18,6,1,Clear,0.77,90,27.5,242.3
TN-SLM-ERD-0985,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,18,6,1,Clear,0.89,91,31.1,37.4
TN-TRY-401-0986,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,7,2,0,Rain,0.57,65,32.7,29.1
TN-70H-0987,MTC_CHENNAI,70H,SRM Ramapuram,T. Nagar Market,12.5,6,5,0,Fog,0.28,58,12.5,6.9
TN-MDU-RMS-0988,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,11,5,0,Clear,0.34,35,8.2,76.0
TN-SETC-902X-0989,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,9,6,1,Monsoon_Heavy,0.98,100,55.5,256.2
TN-5E-0990,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,13,1,0,Fog,0.47,50,18.3,7.8
TN-MDU-KODAI-0991,TNSTC_MADURAI,MDU-KODAI,Madurai Arapalayam,Kodaikanal Bus Stand,115.0,16,1,0,Rain,0.69,66,31.7,65.7
TN-TRY-SRM-0992,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,12,0,0,Rain,0.39,74,28.4,5.0
TN-SETC-801X-0993,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,18,4,1,Clear,0.74,100,20.7,220.8
TN-70H-0994,MTC_CHENNAI,70H,SRM Ramapuram,T. Nagar Market,12.5,21,3,0,Rain,0.67,61,30.2,8.7
TN-570-0995,MTC_CHENNAI,570,Koyambedu CMBT,Siruseri IT Park OMR,34.5,13,2,0,Fog,0.42,38,13.5,18.8
TN-570-0996,MTC_CHENNAI,570,Koyambedu CMBT,Siruseri IT Park OMR,34.5,14,5,0,Fog,0.29,41,9.4,17.9
TN-CBE-OOTY-0997,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,13,1,0,Monsoon_Heavy,0.6,45,43.3,46.6
TN-SLM-301-0998,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,7,0,0,Rain,0.36,50,28.6,20.4
TN-570-0999,MTC_CHENNAI,570,Koyambedu CMBT,Siruseri IT Park OMR,34.5,17,5,1,Rain,0.98,101,39.1,22.6
TN-101A-1000,MTC_CHENNAI,101A,Koyambedu CMBT,Chennai Central Station,14.8,15,1,0,Rain,0.71,68,38.8,10.9
TN-SETC-801X-1001,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,6,0,0,Clear,0.43,54,12.6,201.5
TN-MDU-201-1002,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,9,4,1,Clear,0.85,101,24.0,6.2
TN-CBE-PLK-1003,TNSTC_COIMBATORE,CBE-PLK,Coimbatore Ukkadam,Pollachi Bus Stand,42.0,19,1,1,Clear,0.78,118,24.3,25.4
TN-CBE-PLK-1004,TNSTC_COIMBATORE,CBE-PLK,Coimbatore Ukkadam,Pollachi Bus Stand,42.0,6,1,0,Rain,0.69,47,36.4,25.9
TN-CBE-OOTY-1005,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,13,4,0,Clear,0.43,57,17.9,43.8
TN-SLM-ERD-1006,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,9,4,1,Fog,0.87,113,23.6,36.3
TN-D70-1007,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,10,0,1,Rain,0.87,114,39.0,17.5
TN-SLM-ERD-1008,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,6,3,0,Clear,0.64,65,20.6,34.6
TN-5E-1009,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,8,2,1,Clear,0.75,103,21.1,8.4
TN-TRY-401-1010,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,13,4,0,Fog,0.46,67,19.8,27.4
TN-SETC-108X-1011,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,10,3,1,Clear,0.76,100,25.9,79.5
TN-70H-1012,MTC_CHENNAI,70H,SRM Ramapuram,T. Nagar Market,12.5,14,5,0,Fog,0.25,53,9.8,8.2
TN-CBE-PLK-1013,TNSTC_COIMBATORE,CBE-PLK,Coimbatore Ukkadam,Pollachi Bus Stand,42.0,9,0,1,Clear,0.82,127,25.9,26.3
TN-CBE-101-1014,TNSTC_COIMBATORE,CBE-101,Coimbatore Gandhipuram,Singanallur Bus Stand,9.5,5,2,0,Clear,0.5,58,14.9,6.6
TN-SETC-108X-1015,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,9,1,1,Clear,0.91,100,27.2,81.3
TN-21G-1016,MTC_CHENNAI,21G,Guindy Station,Broadway Bus Terminus,15.2,22,4,0,Rain,0.34,46,20.8,10.1
TN-MDU-RMS-1017,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,7,0,0,Clear,0.27,55,7.7,75.2
TN-SETC-902X-1018,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,9,0,1,Clear,0.83,100,28.5,246.3
TN-SETC-801X-1019,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,9,2,1,Fog,0.72,100,23.2,219.4
TN-MDU-RMS-1020,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,20,2,1,Monsoon_Heavy,0.98,90,58.2,92.2
TN-SETC-801X-1021,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,10,3,1,Fog,0.81,87,25.9,225.8
TN-D70-1022,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,9,3,1,Monsoon_Heavy,0.98,118,52.2,17.1
TN-21G-1023,MTC_CHENNAI,21G,Guindy Station,Broadway Bus Terminus,15.2,20,2,1,Clear,0.96,128,33.9,11.6
TN-TRY-401-1024,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,18,2,1,Monsoon_Heavy,0.91,89,57.6,32.0
TN-TRY-401-1025,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,18,3,1,Clear,0.82,121,28.9,31.0
TN-SETC-108X-1026,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,7,6,0,Monsoon_Heavy,0.41,72,38.5,71.7
TN-MDU-RMS-1027,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,6,0,0,Rain,0.69,49,32.5,85.2
TN-SLM-301-1028,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,13,2,0,Clear,0.29,35,12.4,20.4
TN-23C-1029,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,18,4,1,Clear,0.7,92,18.1,8.1
TN-SLM-301-1030,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,17,6,1,Fog,0.95,123,32.0,24.0
TN-SETC-801X-1031,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,16,5,0,Fog,0.63,73,19.5,213.6
TN-5E-1032,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,9,0,1,Clear,0.73,86,25.2,8.4
